team,opponent,year,round,match_date,result,home_away,venue,crowd,score,margin
Sydney Swans,St Kilda Saints,2012,17,2012-07-22,W,H,Sydney Cricket Ground,26834.0,,29
Essendon Bombers,Hawthorn Hawks,2012,18,2012-07-27,L,H,Marvel Stadium,44899.0,,-94
Hawthorn Hawks,Essendon Bombers,2012,18,2012-07-27,W,A,Marvel Stadium,44899.0,,94
Adelaide Crows,Geelong Cats,2012,18,2012-07-28,L,A,GMHBA Stadium,18377.0,,-27
Carlton Blues,Richmond Tigers,2012,18,2012-07-28,W,H,Melbourne Cricket Ground,46013.0,,4
Collingwood Magpies,Greater Western Sydney Giants,2012,18,2012-07-28,W,A,ENGIE Stadium,8102.0,,120
Geelong Cats,Adelaide Crows,2012,18,2012-07-28,W,H,GMHBA Stadium,18377.0,,27
Gold Coast Suns,Sydney Swans,2012,18,2012-07-28,L,H,People First Stadium,11169.0,,-72
Greater Western Sydney Giants,Collingwood Magpies,2012,18,2012-07-28,L,H,ENGIE Stadium,8102.0,,-120
Melbourne Demons,North Melbourne Kangaroos,2012,18,2012-07-28,L,A,Marvel Stadium,20816.0,,-54
North Melbourne Kangaroos,Melbourne Demons,2012,18,2012-07-28,W,H,Marvel Stadium,20816.0,,54
Richmond Tigers,Carlton Blues,2012,18,2012-07-28,L,A,Melbourne Cricket Ground,46013.0,,-4
Sydney Swans,Gold Coast Suns,2012,18,2012-07-28,W,A,People First Stadium,11169.0,,72
Brisbane Lions,West Coast Eagles,2012,18,2012-07-29,L,A,Domain Stadium,35767.0,,-98
Fremantle Dockers,Port Adelaide Power,2012,18,2012-07-29,W,A,AAMI Stadium,14583.0,,27
Port Adelaide Power,Fremantle Dockers,2012,18,2012-07-29,L,H,AAMI Stadium,14583.0,,-27
St Kilda Saints,Western Bulldogs,2012,18,2012-07-29,W,H,Marvel Stadium,23498.0,,76
West Coast Eagles,Brisbane Lions,2012,18,2012-07-29,W,H,Domain Stadium,35767.0,,98
Western Bulldogs,St Kilda Saints,2012,18,2012-07-29,L,A,Marvel Stadium,23498.0,,-76
Geelong Cats,Hawthorn Hawks,2012,19,2012-08-03,W,A,Melbourne Cricket Ground,65287.0,,2
Hawthorn Hawks,Geelong Cats,2012,19,2012-08-03,L,H,Melbourne Cricket Ground,65287.0,,-2
Brisbane Lions,Richmond Tigers,2012,19,2012-08-04,L,H,The Gabba,22193.0,,-48
Collingwood Magpies,St Kilda Saints,2012,19,2012-08-04,W,H,Melbourne Cricket Ground,57873.0,,6
Fremantle Dockers,West Coast Eagles,2012,19,2012-08-04,W,H,Domain Stadium,39694.0,,65
Greater Western Sydney Giants,Port Adelaide Power,2012,19,2012-08-04,W,H,ENGIE Stadium,6811.0,,34
North Melbourne Kangaroos,Western Bulldogs,2012,19,2012-08-04,W,A,Marvel Stadium,21599.0,,54
Port Adelaide Power,Greater Western Sydney Giants,2012,19,2012-08-04,L,A,ENGIE Stadium,6811.0,,-34
Richmond Tigers,Brisbane Lions,2012,19,2012-08-04,W,A,The Gabba,22193.0,,48
St Kilda Saints,Collingwood Magpies,2012,19,2012-08-04,L,A,Melbourne Cricket Ground,57873.0,,-6
West Coast Eagles,Fremantle Dockers,2012,19,2012-08-04,L,A,Domain Stadium,39694.0,,-65
Western Bulldogs,North Melbourne Kangaroos,2012,19,2012-08-04,L,H,Marvel Stadium,21599.0,,-54
Adelaide Crows,Essendon Bombers,2012,19,2012-08-05,W,H,AAMI Stadium,40030.0,,4
Carlton Blues,Sydney Swans,2012,19,2012-08-05,L,H,Marvel Stadium,36942.0,,-22
Essendon Bombers,Adelaide Crows,2012,19,2012-08-05,L,A,AAMI Stadium,40030.0,,-4
Gold Coast Suns,Melbourne Demons,2012,19,2012-08-05,L,A,Melbourne Cricket Ground,18097.0,,-42
Melbourne Demons,Gold Coast Suns,2012,19,2012-08-05,W,H,Melbourne Cricket Ground,18097.0,,42
Sydney Swans,Carlton Blues,2012,19,2012-08-05,W,A,Marvel Stadium,36942.0,,22
Geelong Cats,West Coast Eagles,2012,20,2012-08-10,L,A,Domain Stadium,37812.0,,-5
West Coast Eagles,Geelong Cats,2012,20,2012-08-10,W,H,Domain Stadium,37812.0,,5
Adelaide Crows,Fremantle Dockers,2012,20,2012-08-11,W,H,AAMI Stadium,35027.0,,28
Brisbane Lions,Carlton Blues,2012,20,2012-08-11,L,A,Marvel Stadium,25977.0,,-36
Carlton Blues,Brisbane Lions,2012,20,2012-08-11,W,H,Marvel Stadium,25977.0,,36
Collingwood Magpies,Sydney Swans,2012,20,2012-08-11,W,A,Accor Stadium,45827.0,,8
Fremantle Dockers,Adelaide Crows,2012,20,2012-08-11,L,A,AAMI Stadium,35027.0,,-28
Gold Coast Suns,Greater Western Sydney Giants,2012,20,2012-08-11,W,H,People First Stadium,14657.0,,30
Greater Western Sydney Giants,Gold Coast Suns,2012,20,2012-08-11,L,A,People First Stadium,14657.0,,-30
Melbourne Demons,St Kilda Saints,2012,20,2012-08-11,L,A,Melbourne Cricket Ground,23464.0,,-25
St Kilda Saints,Melbourne Demons,2012,20,2012-08-11,W,H,Melbourne Cricket Ground,23464.0,,25
Sydney Swans,Collingwood Magpies,2012,20,2012-08-11,L,H,Accor Stadium,45827.0,,-8
Essendon Bombers,North Melbourne Kangaroos,2012,20,2012-08-12,L,H,Marvel Stadium,42674.0,,-24
Hawthorn Hawks,Port Adelaide Power,2012,20,2012-08-12,W,H,UTAS Stadium,14431.0,,72
North Melbourne Kangaroos,Essendon Bombers,2012,20,2012-08-12,W,A,Marvel Stadium,42674.0,,24
Port Adelaide Power,Hawthorn Hawks,2012,20,2012-08-12,L,A,UTAS Stadium,14431.0,,-72
Richmond Tigers,Western Bulldogs,2012,20,2012-08-12,W,H,Melbourne Cricket Ground,28286.0,,70
Western Bulldogs,Richmond Tigers,2012,20,2012-08-12,L,A,Melbourne Cricket Ground,28286.0,,-70
Geelong Cats,St Kilda Saints,2012,21,2012-08-17,W,H,Marvel Stadium,38169.0,,42
St Kilda Saints,Geelong Cats,2012,21,2012-08-17,L,A,Marvel Stadium,38169.0,,-42
Adelaide Crows,Brisbane Lions,2012,21,2012-08-18,L,A,The Gabba,18979.0,,-10
Brisbane Lions,Adelaide Crows,2012,21,2012-08-18,W,H,The Gabba,18979.0,,10
Carlton Blues,Essendon Bombers,2012,21,2012-08-18,W,A,Melbourne Cricket Ground,59381.0,,96
Collingwood Magpies,North Melbourne Kangaroos,2012,21,2012-08-18,L,H,Marvel Stadium,44956.0,,-30
Essendon Bombers,Carlton Blues,2012,21,2012-08-18,L,H,Melbourne Cricket Ground,59381.0,,-96
Fremantle Dockers,Richmond Tigers,2012,21,2012-08-18,W,H,Domain Stadium,32721.0,,22
Greater Western Sydney Giants,Melbourne Demons,2012,21,2012-08-18,L,H,Manuka Oval,7561.0,,-25
Melbourne Demons,Greater Western Sydney Giants,2012,21,2012-08-18,W,A,Manuka Oval,7561.0,,25
North Melbourne Kangaroos,Collingwood Magpies,2012,21,2012-08-18,W,A,Marvel Stadium,44956.0,,30
Richmond Tigers,Fremantle Dockers,2012,21,2012-08-18,L,A,Domain Stadium,32721.0,,-22
Gold Coast Suns,Hawthorn Hawks,2012,21,2012-08-19,L,A,Melbourne Cricket Ground,23098.0,,-64
Hawthorn Hawks,Gold Coast Suns,2012,21,2012-08-19,W,H,Melbourne Cricket Ground,23098.0,,64
Port Adelaide Power,West Coast Eagles,2012,21,2012-08-19,L,H,AAMI Stadium,13683.0,,-48
Sydney Swans,Western Bulldogs,2012,21,2012-08-19,W,A,Marvel Stadium,19396.0,,82
West Coast Eagles,Port Adelaide Power,2012,21,2012-08-19,W,A,AAMI Stadium,13683.0,,48
Western Bulldogs,Sydney Swans,2012,21,2012-08-19,L,H,Marvel Stadium,19396.0,,-82
Essendon Bombers,Richmond Tigers,2012,22,2012-08-24,L,A,Melbourne Cricket Ground,47590.0,,-45
Richmond Tigers,Essendon Bombers,2012,22,2012-08-24,W,H,Melbourne Cricket Ground,47590.0,,45
Brisbane Lions,Port Adelaide Power,2012,22,2012-08-25,W,A,AAMI Stadium,13953.0,,11
Carlton Blues,Gold Coast Suns,2012,22,2012-08-25,L,A,People First Stadium,15251.0,,-12
Collingwood Magpies,West Coast Eagles,2012,22,2012-08-25,L,A,Domain Stadium,40527.0,,-49
Gold Coast Suns,Carlton Blues,2012,22,2012-08-25,W,H,People First Stadium,15251.0,,12
Greater Western Sydney Giants,St Kilda Saints,2012,22,2012-08-25,L,A,Marvel Stadium,17327.0,,-128
Hawthorn Hawks,Sydney Swans,2012,22,2012-08-25,W,A,Sydney Cricket Ground,31167.0,,7
Port Adelaide Power,Brisbane Lions,2012,22,2012-08-25,L,H,AAMI Stadium,13953.0,,-11
St Kilda Saints,Greater Western Sydney Giants,2012,22,2012-08-25,W,H,Marvel Stadium,17327.0,,128
Sydney Swans,Hawthorn Hawks,2012,22,2012-08-25,L,H,Sydney Cricket Ground,31167.0,,-7
West Coast Eagles,Collingwood Magpies,2012,22,2012-08-25,W,H,Domain Stadium,40527.0,,49
Adelaide Crows,Melbourne Demons,2012,22,2012-08-26,W,A,Melbourne Cricket Ground,18450.0,,69
Fremantle Dockers,North Melbourne Kangaroos,2012,22,2012-08-26,W,A,Marvel Stadium,26482.0,,53
Geelong Cats,Western Bulldogs,2012,22,2012-08-26,W,H,GMHBA Stadium,18047.0,,34
Melbourne Demons,Adelaide Crows,2012,22,2012-08-26,L,H,Melbourne Cricket Ground,18450.0,,-69
North Melbourne Kangaroos,Fremantle Dockers,2012,22,2012-08-26,L,H,Marvel Stadium,26482.0,,-53
Western Bulldogs,Geelong Cats,2012,22,2012-08-26,L,A,GMHBA Stadium,18047.0,,-34
Hawthorn Hawks,West Coast Eagles,2012,23,2012-08-31,W,H,Melbourne Cricket Ground,50023.0,,25
West Coast Eagles,Hawthorn Hawks,2012,23,2012-08-31,L,A,Melbourne Cricket Ground,50023.0,,-25
Adelaide Crows,Gold Coast Suns,2012,23,2012-09-01,W,H,AAMI Stadium,35463.0,,91
Collingwood Magpies,Essendon Bombers,2012,23,2012-09-01,W,A,Melbourne Cricket Ground,56491.0,,32
Essendon Bombers,Collingwood Magpies,2012,23,2012-09-01,L,H,Melbourne Cricket Ground,56491.0,,-32
Fremantle Dockers,Melbourne Demons,2012,23,2012-09-01,W,H,Domain Stadium,32687.0,,61
Geelong Cats,Sydney Swans,2012,23,2012-09-01,W,H,GMHBA Stadium,20045.0,,34
Gold Coast Suns,Adelaide Crows,2012,23,2012-09-01,L,A,AAMI Stadium,35463.0,,-91
Greater Western Sydney Giants,North Melbourne Kangaroos,2012,23,2012-09-01,L,H,ENGIE Stadium,6696.0,,-28
Melbourne Demons,Fremantle Dockers,2012,23,2012-09-01,L,A,Domain Stadium,32687.0,,-61
North Melbourne Kangaroos,Greater Western Sydney Giants,2012,23,2012-09-01,W,A,ENGIE Stadium,6696.0,,28
Sydney Swans,Geelong Cats,2012,23,2012-09-01,L,A,GMHBA Stadium,20045.0,,-34
Brisbane Lions,Western Bulldogs,2012,23,2012-09-02,W,H,The Gabba,18289.0,,67
Carlton Blues,St Kilda Saints,2012,23,2012-09-02,L,H,Marvel Stadium,31393.0,,-15
Port Adelaide Power,Richmond Tigers,2012,23,2012-09-02,D,A,Melbourne Cricket Ground,27893.0,,0
Richmond Tigers,Port Adelaide Power,2012,23,2012-09-02,D,H,Melbourne Cricket Ground,27893.0,,0
St Kilda Saints,Carlton Blues,2012,23,2012-09-02,W,A,Marvel Stadium,31393.0,,15
Western Bulldogs,Brisbane Lions,2012,23,2012-09-02,L,A,The Gabba,18289.0,,-67
Collingwood Magpies,Hawthorn Hawks,2012,QF,2012-09-07,L,A,Melbourne Cricket Ground,85625.0,,-38
Hawthorn Hawks,Collingwood Magpies,2012,QF,2012-09-07,W,H,Melbourne Cricket Ground,85625.0,,38
Adelaide Crows,Sydney Swans,2012,QF,2012-09-08,L,H,AAMI Stadium,44849.0,,-29
Fremantle Dockers,Geelong Cats,2012,EF,2012-09-08,W,A,Melbourne Cricket Ground,44460.0,,16
Geelong Cats,Fremantle Dockers,2012,EF,2012-09-08,L,H,Melbourne Cricket Ground,44460.0,,-16
Sydney Swans,Adelaide Crows,2012,QF,2012-09-08,W,A,AAMI Stadium,44849.0,,29
North Melbourne Kangaroos,West Coast Eagles,2012,EF,2012-09-09,L,A,Domain Stadium,41790.0,,-96
West Coast Eagles,North Melbourne Kangaroos,2012,EF,2012-09-09,W,H,Domain Stadium,41790.0,,96
Adelaide Crows,Fremantle Dockers,2012,SF,2012-09-14,W,H,AAMI Stadium,31742.0,,10
Fremantle Dockers,Adelaide Crows,2012,SF,2012-09-14,L,A,AAMI Stadium,31742.0,,-10
Collingwood Magpies,West Coast Eagles,2012,SF,2012-09-15,W,H,Melbourne Cricket Ground,65483.0,,13
West Coast Eagles,Collingwood Magpies,2012,SF,2012-09-15,L,A,Melbourne Cricket Ground,65483.0,,-13
Collingwood Magpies,Sydney Swans,2012,PF,2012-09-21,L,A,Accor Stadium,57156.0,,-26
Sydney Swans,Collingwood Magpies,2012,PF,2012-09-21,W,H,Accor Stadium,57156.0,,26
Adelaide Crows,Hawthorn Hawks,2012,PF,2012-09-22,L,A,Melbourne Cricket Ground,69146.0,,-5
Hawthorn Hawks,Adelaide Crows,2012,PF,2012-09-22,W,H,Melbourne Cricket Ground,69146.0,,5
Hawthorn Hawks,Sydney Swans,2012,GF,2012-09-29,L,H,Melbourne Cricket Ground,99683.0,,-10
Sydney Swans,Hawthorn Hawks,2012,GF,2012-09-29,W,A,Melbourne Cricket Ground,99683.0,,10
Adelaide Crows,Essendon Bombers,2013,1,2013-03-22,L,H,AAMI Stadium,42218.0,,-35
Essendon Bombers,Adelaide Crows,2013,1,2013-03-22,W,A,AAMI Stadium,42218.0,,35
Fremantle Dockers,West Coast Eagles,2013,1,2013-03-23,W,H,Domain Stadium,39629.0,,28
West Coast Eagles,Fremantle Dockers,2013,1,2013-03-23,L,A,Domain Stadium,39629.0,,-28
Carlton Blues,Richmond Tigers,2013,1,2013-03-28,L,H,Melbourne Cricket Ground,80971.0,,-5
Richmond Tigers,Carlton Blues,2013,1,2013-03-28,W,A,Melbourne Cricket Ground,80971.0,,5
Brisbane Lions,Western Bulldogs,2013,1,2013-03-30,L,A,Marvel Stadium,25263.0,,-68
Gold Coast Suns,St Kilda Saints,2013,1,2013-03-30,W,H,People First Stadium,13832.0,,13
Greater Western Sydney Giants,Sydney Swans,2013,1,2013-03-30,L,H,Accor Stadium,23690.0,,-30
St Kilda Saints,Gold Coast Suns,2013,1,2013-03-30,L,A,People First Stadium,13832.0,,-13
Sydney Swans,Greater Western Sydney Giants,2013,1,2013-03-30,W,A,Accor Stadium,23690.0,,30
Western Bulldogs,Brisbane Lions,2013,1,2013-03-30,W,H,Marvel Stadium,25263.0,,68
Collingwood Magpies,North Melbourne Kangaroos,2013,1,2013-03-31,W,A,Marvel Stadium,41040.0,,16
Melbourne Demons,Port Adelaide Power,2013,1,2013-03-31,L,H,Melbourne Cricket Ground,22924.0,,-79
North Melbourne Kangaroos,Collingwood Magpies,2013,1,2013-03-31,L,H,Marvel Stadium,41040.0,,-16
Port Adelaide Power,Melbourne Demons,2013,1,2013-03-31,W,A,Melbourne Cricket Ground,22924.0,,79
Geelong Cats,Hawthorn Hawks,2013,1,2013-04-01,W,A,Melbourne Cricket Ground,76300.0,,7
Hawthorn Hawks,Geelong Cats,2013,1,2013-04-01,L,H,Melbourne Cricket Ground,76300.0,,-7
Richmond Tigers,St Kilda Saints,2013,2,2013-04-05,W,A,Melbourne Cricket Ground,56783.0,,17
St Kilda Saints,Richmond Tigers,2013,2,2013-04-05,L,H,Melbourne Cricket Ground,56783.0,,-17
Adelaide Crows,Brisbane Lions,2013,2,2013-04-06,W,A,The Gabba,21308.0,,19
Brisbane Lions,Adelaide Crows,2013,2,2013-04-06,L,H,The Gabba,21308.0,,-19
Essendon Bombers,Melbourne Demons,2013,2,2013-04-06,W,H,Melbourne Cricket Ground,51153.0,,148
Fremantle Dockers,Western Bulldogs,2013,2,2013-04-06,W,A,Marvel Stadium,19210.0,,28
Gold Coast Suns,Sydney Swans,2013,2,2013-04-06,L,A,Sydney Cricket Ground,20372.0,,-41
Greater Western Sydney Giants,Port Adelaide Power,2013,2,2013-04-06,L,A,AAMI Stadium,25122.0,,-56
Melbourne Demons,Essendon Bombers,2013,2,2013-04-06,L,A,Melbourne Cricket Ground,51153.0,,-148
Port Adelaide Power,Greater Western Sydney Giants,2013,2,2013-04-06,W,H,AAMI Stadium,25122.0,,56
Sydney Swans,Gold Coast Suns,2013,2,2013-04-06,W,H,Sydney Cricket Ground,20372.0,,41
Western Bulldogs,Fremantle Dockers,2013,2,2013-04-06,L,H,Marvel Stadium,19210.0,,-28
Carlton Blues,Collingwood Magpies,2013,2,2013-04-07,L,A,Melbourne Cricket Ground,84247.0,,-17
Collingwood Magpies,Carlton Blues,2013,2,2013-04-07,W,H,Melbourne Cricket Ground,84247.0,,17
Geelong Cats,North Melbourne Kangaroos,2013,2,2013-04-07,W,H,Marvel Stadium,34152.0,,4
Hawthorn Hawks,West Coast Eagles,2013,2,2013-04-07,W,A,Domain Stadium,38389.0,,50
North Melbourne Kangaroos,Geelong Cats,2013,2,2013-04-07,L,A,Marvel Stadium,34152.0,,-4
West Coast Eagles,Hawthorn Hawks,2013,2,2013-04-07,L,H,Domain Stadium,38389.0,,-50
Essendon Bombers,Fremantle Dockers,2013,3,2013-04-12,W,A,Domain Stadium,35963.0,,4
Fremantle Dockers,Essendon Bombers,2013,3,2013-04-12,L,H,Domain Stadium,35963.0,,-4
Brisbane Lions,Gold Coast Suns,2013,3,2013-04-13,W,A,People First Stadium,12961.0,,2
Carlton Blues,Geelong Cats,2013,3,2013-04-13,L,A,Marvel Stadium,43241.0,,-16
Geelong Cats,Carlton Blues,2013,3,2013-04-13,W,H,Marvel Stadium,43241.0,,16
Gold Coast Suns,Brisbane Lions,2013,3,2013-04-13,L,H,People First Stadium,12961.0,,-2
Greater Western Sydney Giants,St Kilda Saints,2013,3,2013-04-13,L,H,Manuka Oval,11092.0,,-72
Melbourne Demons,West Coast Eagles,2013,3,2013-04-13,L,H,Melbourne Cricket Ground,18571.0,,-94
North Melbourne Kangaroos,Sydney Swans,2013,3,2013-04-13,L,H,Ninja Stadium,13221.0,,-39
St Kilda Saints,Greater Western Sydney Giants,2013,3,2013-04-13,W,A,Manuka Oval,11092.0,,72
Sydney Swans,North Melbourne Kangaroos,2013,3,2013-04-13,W,A,Ninja Stadium,13221.0,,39
West Coast Eagles,Melbourne Demons,2013,3,2013-04-13,W,A,Melbourne Cricket Ground,18571.0,,94
Adelaide Crows,Port Adelaide Power,2013,3,2013-04-14,L,A,AAMI Stadium,40707.0,,-9
Collingwood Magpies,Hawthorn Hawks,2013,3,2013-04-14,L,H,Melbourne Cricket Ground,72254.0,,-55
Hawthorn Hawks,Collingwood Magpies,2013,3,2013-04-14,W,A,Melbourne Cricket Ground,72254.0,,55
Port Adelaide Power,Adelaide Crows,2013,3,2013-04-14,W,H,AAMI Stadium,40707.0,,9
Richmond Tigers,Western Bulldogs,2013,3,2013-04-14,W,H,Marvel Stadium,44045.0,,67
Western Bulldogs,Richmond Tigers,2013,3,2013-04-14,L,A,Marvel Stadium,44045.0,,-67
Geelong Cats,Sydney Swans,2013,4,2013-04-19,W,A,Sydney Cricket Ground,31060.0,,21
Sydney Swans,Geelong Cats,2013,4,2013-04-19,L,H,Sydney Cricket Ground,31060.0,,-21
Carlton Blues,West Coast Eagles,2013,4,2013-04-20,W,A,Domain Stadium,38674.0,,24
Collingwood Magpies,Richmond Tigers,2013,4,2013-04-20,W,A,Melbourne Cricket Ground,81950.0,,34
Essendon Bombers,St Kilda Saints,2013,4,2013-04-20,W,A,Marvel Stadium,46965.0,,37
Fremantle Dockers,Hawthorn Hawks,2013,4,2013-04-20,L,A,UTAS Stadium,12619.0,,-42
Gold Coast Suns,Port Adelaide Power,2013,4,2013-04-20,L,H,People First Stadium,11332.0,,-38
Hawthorn Hawks,Fremantle Dockers,2013,4,2013-04-20,W,H,UTAS Stadium,12619.0,,42
Port Adelaide Power,Gold Coast Suns,2013,4,2013-04-20,W,A,People First Stadium,11332.0,,38
Richmond Tigers,Collingwood Magpies,2013,4,2013-04-20,L,H,Melbourne Cricket Ground,81950.0,,-34
St Kilda Saints,Essendon Bombers,2013,4,2013-04-20,L,H,Marvel Stadium,46965.0,,-37
West Coast Eagles,Carlton Blues,2013,4,2013-04-20,L,H,Domain Stadium,38674.0,,-24
Adelaide Crows,Western Bulldogs,2013,4,2013-04-21,W,H,AAMI Stadium,24684.0,,52
Brisbane Lions,North Melbourne Kangaroos,2013,4,2013-04-21,L,A,Marvel Stadium,22776.0,,-63
Greater Western Sydney Giants,Melbourne Demons,2013,4,2013-04-21,L,A,Melbourne Cricket Ground,20018.0,,-41
Melbourne Demons,Greater Western Sydney Giants,2013,4,2013-04-21,W,H,Melbourne Cricket Ground,20018.0,,41
North Melbourne Kangaroos,Brisbane Lions,2013,4,2013-04-21,W,H,Marvel Stadium,22776.0,,63
Western Bulldogs,Adelaide Crows,2013,4,2013-04-21,L,A,AAMI Stadium,24684.0,,-52
Collingwood Magpies,Essendon Bombers,2013,5,2013-04-25,L,A,Melbourne Cricket Ground,93373.0,,-46
Essendon Bombers,Collingwood Magpies,2013,5,2013-04-25,W,H,Melbourne Cricket Ground,93373.0,,46
St Kilda Saints,Sydney Swans,2013,5,2013-04-25,L,H,Westpac Stadium,22546.0,,-16
Sydney Swans,St Kilda Saints,2013,5,2013-04-25,W,A,Westpac Stadium,22546.0,,16
Fremantle Dockers,Richmond Tigers,2013,5,2013-04-26,W,H,Domain Stadium,36365.0,,1
Richmond Tigers,Fremantle Dockers,2013,5,2013-04-26,L,A,Domain Stadium,36365.0,,-1
Adelaide Crows,Carlton Blues,2013,5,2013-04-27,L,A,Melbourne Cricket Ground,44711.0,,-32
Carlton Blues,Adelaide Crows,2013,5,2013-04-27,W,H,Melbourne Cricket Ground,44711.0,,32
Geelong Cats,Western Bulldogs,2013,5,2013-04-27,W,A,Marvel Stadium,26153.0,,21
Gold Coast Suns,Greater Western Sydney Giants,2013,5,2013-04-27,W,A,Manuka Oval,6832.0,,44
Greater Western Sydney Giants,Gold Coast Suns,2013,5,2013-04-27,L,H,Manuka Oval,6832.0,,-44
Port Adelaide Power,West Coast Eagles,2013,5,2013-04-27,W,H,AAMI Stadium,26132.0,,5
West Coast Eagles,Port Adelaide Power,2013,5,2013-04-27,L,A,AAMI Stadium,26132.0,,-5
Western Bulldogs,Geelong Cats,2013,5,2013-04-27,L,H,Marvel Stadium,26153.0,,-21
Brisbane Lions,Melbourne Demons,2013,5,2013-04-28,W,H,The Gabba,19018.0,,28
Hawthorn Hawks,North Melbourne Kangaroos,2013,5,2013-04-28,W,H,Melbourne Cricket Ground,42103.0,,3
Melbourne Demons,Brisbane Lions,2013,5,2013-04-28,L,A,The Gabba,19018.0,,-28
North Melbourne Kangaroos,Hawthorn Hawks,2013,5,2013-04-28,L,A,Melbourne Cricket Ground,42103.0,,-3
Collingwood Magpies,St Kilda Saints,2013,6,2013-05-03,W,H,Marvel Stadium,40071.0,,26
St Kilda Saints,Collingwood Magpies,2013,6,2013-05-03,L,A,Marvel Stadium,40071.0,,-26
Adelaide Crows,Hawthorn Hawks,2013,6,2013-05-04,L,H,AAMI Stadium,37324.0,,-11
Essendon Bombers,Greater Western Sydney Giants,2013,6,2013-05-04,W,H,Marvel Stadium,30143.0,,39
Fremantle Dockers,Gold Coast Suns,2013,6,2013-05-04,W,A,People First Stadium,10552.0,,45
Geelong Cats,Richmond Tigers,2013,6,2013-05-04,W,A,Melbourne Cricket Ground,55625.0,,44
Gold Coast Suns,Fremantle Dockers,2013,6,2013-05-04,L,H,People First Stadium,10552.0,,-45
Greater Western Sydney Giants,Essendon Bombers,2013,6,2013-05-04,L,A,Marvel Stadium,30143.0,,-39
Hawthorn Hawks,Adelaide Crows,2013,6,2013-05-04,W,A,AAMI Stadium,37324.0,,11
North Melbourne Kangaroos,Port Adelaide Power,2013,6,2013-05-04,W,H,Ninja Stadium,10265.0,,10
Port Adelaide Power,North Melbourne Kangaroos,2013,6,2013-05-04,L,A,Ninja Stadium,10265.0,,-10
Richmond Tigers,Geelong Cats,2013,6,2013-05-04,L,H,Melbourne Cricket Ground,55625.0,,-44
Brisbane Lions,Sydney Swans,2013,6,2013-05-05,L,A,Sydney Cricket Ground,23315.0,,-60
Carlton Blues,Melbourne Demons,2013,6,2013-05-05,W,H,Melbourne Cricket Ground,35286.0,,61
Melbourne Demons,Carlton Blues,2013,6,2013-05-05,L,A,Melbourne Cricket Ground,35286.0,,-61
Sydney Swans,Brisbane Lions,2013,6,2013-05-05,W,H,Sydney Cricket Ground,23315.0,,60
West Coast Eagles,Western Bulldogs,2013,6,2013-05-05,W,H,Domain Stadium,36163.0,,70
Western Bulldogs,West Coast Eagles,2013,6,2013-05-05,L,A,Domain Stadium,36163.0,,-70
Essendon Bombers,Geelong Cats,2013,7,2013-05-10,L,A,Marvel Stadium,53014.0,,-28
Geelong Cats,Essendon Bombers,2013,7,2013-05-10,W,H,Marvel Stadium,53014.0,,28
Brisbane Lions,West Coast Eagles,2013,7,2013-05-11,L,H,The Gabba,17615.0,,-26
Collingwood Magpies,Fremantle Dockers,2013,7,2013-05-11,L,A,Domain Stadium,37214.0,,-27
Fremantle Dockers,Collingwood Magpies,2013,7,2013-05-11,W,H,Domain Stadium,37214.0,,27
Hawthorn Hawks,Sydney Swans,2013,7,2013-05-11,W,H,Melbourne Cricket Ground,54725.0,,37
North Melbourne Kangaroos,Western Bulldogs,2013,7,2013-05-11,W,A,Marvel Stadium,23690.0,,54
Port Adelaide Power,Richmond Tigers,2013,7,2013-05-11,L,H,AAMI Stadium,25372.0,,-41
Richmond Tigers,Port Adelaide Power,2013,7,2013-05-11,W,A,AAMI Stadium,25372.0,,41
Sydney Swans,Hawthorn Hawks,2013,7,2013-05-11,L,A,Melbourne Cricket Ground,54725.0,,-37
West Coast Eagles,Brisbane Lions,2013,7,2013-05-11,W,A,The Gabba,17615.0,,26
Western Bulldogs,North Melbourne Kangaroos,2013,7,2013-05-11,L,H,Marvel Stadium,23690.0,,-54
Adelaide Crows,Greater Western Sydney Giants,2013,7,2013-05-12,W,A,ENGIE Stadium,5830.0,,135
Gold Coast Suns,Melbourne Demons,2013,7,2013-05-12,W,A,Melbourne Cricket Ground,13304.0,,60
Greater Western Sydney Giants,Adelaide Crows,2013,7,2013-05-12,L,H,ENGIE Stadium,5830.0,,-135
Melbourne Demons,Gold Coast Suns,2013,7,2013-05-12,L,H,Melbourne Cricket Ground,13304.0,,-60
Carlton Blues,St Kilda Saints,2013,7,2013-05-13,L,A,Marvel Stadium,34054.0,,-9
St Kilda Saints,Carlton Blues,2013,7,2013-05-13,W,H,Marvel Stadium,34054.0,,9
North Melbourne Kangaroos,West Coast Eagles,2013,8,2013-05-17,L,A,Domain Stadium,38146.0,,-2
